PRODUCT_ID;NAME;VALUE;valueInt;valueFloat
496;Meta Level;0;0;0
496;Overload damage bonus;15;0;15
496;Heat Damage;0,9;0;0,9
496;Required Thermodynamics Level;1;1;0
496;Reload Time;10000;0;10000
487;Activation Cost;0;0;0
487;Structure Hitpoints;40;40;0
487;Powergrid Usage;6;0;6
487;CPU usage;12;0;12
487;Rate of fire;8500;0;8500
487;Optimal Range;8050;0;8050
487;Charges Per Cycle;1;1;0
487;Damage Modifier;5,082;0;5,082
487;Charge size;1;1;0
487;Accuracy falloff ;8750;0;8750
487;Turret Tracking;80;0;80
487;Primary Skill required;3302;3302;0
487;Secondary Skill required;3300;3300;0
487;Tech Level;1;1;0
487;Used with (Charge Group);83;83;0
487;Signature Resolution;40000;0;40000
487;Meta Level;0;0;0
487;Overload rate of fire bonus;-15;0;-15
487;Heat Damage;2,2;0;2,2
487;Required Thermodynamics Level;1;1;0
487;Reload Time;10000;0;10000
488;Activation Cost;0;0;0
488;Structure Hitpoints;40;40;0
488;Powergrid Usage;10;0;10
488;CPU usage;15;0;15
488;Rate of fire;10710;0;10710
488;Optimal Range;10000;0;10000
488;Charges Per Cycle;1;1;0
488;Damage Modifier;7,043;0;7,043
488;Charge size;1;1;0
488;Accuracy falloff ;8750;0;8750
488;Turret Tracking;64;0;64
488;Primary Skill required;3302;3302;0
488;Secondary Skill required;3300;3300;0
488;Tech Level;1;1;0
488;Used with (Charge Group);83;83;0
488;Signature Resolution;40000;0;40000
488;Meta Level;0;0;0
488;Overload rate of fire bonus;-15;0;-15
488;Heat Damage;2,6;0;2,6
488;Required Thermodynamics Level;1;1;0
488;Reload Time;10000;0;10000
492;Activation Cost;0;0;0
492;Structure Hitpoints;40;40;0
492;Powergrid Usage;180;0;180
492;CPU usage;27;0;27
492;Rate of fire;11475;0;11475
492;Optimal Range;16100;0;16100
492;Charges Per Cycle;1;1;0
492;Damage Modifier;4,62;0;4,62
492;Charge size;2;2;0
492;Accuracy falloff ;17500;0;17500
492;Turret Tracking;8,352;0;8,352
492;Primary Skill required;3305;3305;0
492;Secondary Skill required;3300;3300;0
492;Tech Level;1;1;0
492;Used with (Charge Group);83;83;0
492;Signature Resolution;40000;0;40000
492;Meta Level;0;0;0
492;Overload rate of fire bonus;-15;0;-15
492;Heat Damage;1,9;0;1,9
492;Required Thermodynamics Level;1;1;0
492;Reload Time;10000;0;10000
493;Activation Cost;0;0;0
493;Structure Hitpoints;40;40;0
493;Powergrid Usage;225;0;225
493;CPU usage;30;0;30
493;Rate of fire;18003;0;18003
493;Optimal Range;20000;0;20000
493;Charges Per Cycle;1;1;0
493;Damage Modifier;7,97;0;7,97
493;Charge size;2;2;0
493;Accuracy falloff ;17500;0;17500
493;Turret Tracking;6,688;0;6,688
493;Primary Skill required;3305;3305;0
493;Secondary Skill required;3300;3300;0
493;Tech Level;1;1;0
493;Used with (Charge Group);83;83;0
493;Signature Resolution;40000;0;40000
493;Meta Level;0;0;0
493;Overload rate of fire bonus;-15;0;-15
493;Heat Damage;2,4;0;2,4
493;Required Thermodynamics Level;1;1;0
493;Reload Time;10000;0;10000
497;Activation Cost;0;0;0
497;Structure Hitpoints;40;40;0
497;Powergrid Usage;2750;0;2750
497;CPU usage;42;0;42
497;Rate of fire;21038;0;21038
497;Optimal Range;32200;0;32200
497;Charges Per Cycle;1;1;0
497;Damage Modifier;5,082;0;5,082
497;Charge size;3;3;0
497;Accuracy falloff ;35000;0;35000
497;Turret Tracking;1,125;0;1,125
497;Primary Skill required;3308;3308;0
497;Secondary Skill required;3300;3300;0
497;Tech Level;1;1;0
497;Used with (Charge Group);83;83;0
497;Signature Resolution;40000;0;40000
497;Meta Level;0;0;0
497;Overload rate of fire bonus;-15;0;-15
497;Heat Damage;2,1;0;2,1
497;Required Thermodynamics Level;1;1;0
497;Reload Time;10000;0;10000
498;Activation Cost;0;0;0
498;Structure Hitpoints;40;40;0
498;Powergrid Usage;3250;0;3250
498;CPU usage;45;0;45
498;Rate of fire;40163;0;40163
498;Optimal Range;40000;0;40000
498;Charges Per Cycle;1;1;0
498;Damage Modifier;10,672;0;10,672
498;Charge size;3;3;0
498;Accuracy falloff ;35000;0;35000
498;Turret Tracking;0,9;0;0,9
498;Primary Skill required;3308;3308;0
498;Secondary Skill required;3300;3300;0
498;Tech Level;1;1;0
498;Used with (Charge Group);83;83;0
498;Signature Resolution;40000;0;40000
498;Meta Level;0;0;0
498;Overload rate of fire bonus;-15;0;-15
498;Heat Damage;2,6;0;2,6
498;Required Thermodynamics Level;1;1;0
498;Reload Time;10000;0;10000
405;Activation Cost;27;0;27
405;Structure Hitpoints;40;40;0
405;Powergrid Usage;2;0;2
405;CPU usage;16;0;16
405;Optimal Range;4000;0;4000
405;Shield Bonus;44;0;44
405;Activation time / duration;3600;0;3600
405;Primary Skill required;3422;3422;0
405;Tech Level;1;1;0
405;Meta Level;6;0;6
405;Overload duration bonus;-15;0;-15
405;Heat Damage;1,25;0;1,25
405;Required Thermodynamics Level;1;1;0
405;Effectiveness Falloff;6500;0;6500
406;Activation Cost;30;0;30
406;Structure Hitpoints;40;40;0
406;Powergrid Usage;5;5;0
406;CPU usage;42;42;0
406;Shield Bonus;48;0;48
406;Activation time / duration;4500;0;4500
406;Primary Skill required;3422;3422;0
406;Tech Level;2;2;0
406;Meta Level;5;5;0
406;Overload duration bonus;-15;0;-15
406;Heat Damage;2;0;2
406;Required Thermodynamics Level;1;1;0
377;Structure Hitpoints;40;40;0
377;Powergrid Usage;2;2;0
377;CPU usage;20;20;0
377;Shield Hitpoint Bonus;400;0;400
377;Primary Skill required;3425;3425;0
377;Tech Level;1;1;0
377;Meta Level;0;0;0
377;Signature Radius Modifier;2;0;2
380;Structure Hitpoints;40;40;0
380;Powergrid Usage;3;3;0
380;CPU usage;23;23;0
380;Shield Hitpoint Bonus;520;0;520
380;Primary Skill required;3425;3425;0
380;Tech Level;2;2;0
380;Meta Level;5;5;0
380;Signature Radius Modifier;2;0;2
399;Activation Cost;20;0;20
399;Structure Hitpoints;40;40;0
399;Powergrid Usage;2;2;0
399;CPU usage;25;25;0
399;Shield Bonus;26;0;26
399;Activation time / duration;2000;0;2000
399;Primary Skill required;3416;3416;0
399;Tech Level;1;1;0
399;Meta Level;0;0;0
399;Overload duration bonus;-15;0;-15
399;Heat Damage;0,8;0;0,8
399;Required Thermodynamics Level;1;1;0
399;Overload Shield Boost Bonus;10;0;10
400;Activation Cost;20;0;20
400;Structure Hitpoints;40;40;0
400;Powergrid Usage;3;3;0
400;CPU usage;29;29;0
400;Shield Bonus;35;0;35
400;Activation time / duration;2000;0;2000
400;Primary Skill required;3416;3416;0
400;Tech Level;2;2;0
400;Meta Level;5;5;0
400;Overload duration bonus;-15;0;-15
400;Heat Damage;0,8;0;0,8
400;Required Thermodynamics Level;1;1;0
400;Overload Shield Boost Bonus;10;0;10
499;Structure Hitpoints;40;40;0
499;Powergrid Usage;6;0;6
499;CPU usage;21;0;21
499;Rate of fire;16000;0;16000
499;Charges Per Cycle;1;1;0
499;Primary Skill required;3321;0;3321
499;Secondary Skill required;3319;0;3319
499;Tech Level;1;1;0
499;Used with (Charge Group);384;384;0
499;Used with (Charge Group);394;394;0
499;Meta Level;0;0;0
499;Overload rate of fire bonus;-15;0;-15
499;Heat Damage;4;0;4
499;Required Thermodynamics Level;1;1;0
499;Reload Time;10000;0;10000
501;Structure Hitpoints;40;40;0
501;Powergrid Usage;100;100;0
501;CPU usage;50;50;0
501;Rate of fire;15000;15000;0
501;Charges Per Cycle;1;1;0
501;Primary Skill required;3324;0;3324
501;Secondary Skill required;3319;0;3319
501;Tech Level;1;1;0
501;Used with (Charge Group);385;385;0
501;Used with (Charge Group);395;395;0
501;Meta Level;0;0;0
501;Overload rate of fire bonus;-15;0;-15
501;Heat Damage;2,3;0;2,3
501;Required Thermodynamics Level;1;1;0
501;Reload Time;10000;0;10000
503;Structure Hitpoints;40;40;0
503;Powergrid Usage;1750;1750;0
503;CPU usage;80;80;0
503;Rate of fire;18000;18000;0
503;Charges Per Cycle;1;1;0
503;Primary Skill required;3325;0;3325
503;Secondary Skill required;3319;0;3319
503;Tech Level;1;1;0
503;Used with (Charge Group);89;89;0
503;Meta Level;0;0;0
503;Overload rate of fire bonus;-15;0;-15
503;Heat Damage;2,6;0;2,6
503;Required Thermodynamics Level;1;1;0
503;Reload Time;10000;0;10000
518;Structure Hitpoints;40;40;0
518;Powergrid Usage;1;1;0
518;CPU usage;16;0;16
518;Damage Modifier;1,07;0;1,07
518;Primary Skill required;3318;3318;0
518;rate of fire bonus;0,93;0;0,93
518;Tech Level;1;1;0
518;Meta Level;6;0;6
519;Structure Hitpoints;40;40;0
519;Powergrid Usage;1;1;0
519;CPU usage;30;30;0
519;Damage Modifier;1,1;0;1,1
519;Primary Skill required;3318;3318;0
519;rate of fire bonus;0,895;0;0,895
519;Tech Level;2;2;0
519;Meta Level;5;5;0
520;Structure Hitpoints;40;40;0
520;Powergrid Usage;1;1;0
520;CPU usage;27;0;27
520;Damage Modifier;1,07;0;1,07
520;Primary Skill required;3318;3318;0
520;rate of fire bonus;0,92;0;0,92
520;Tech Level;1;1;0
520;Meta Level;0;0;0
533;Activation Cost;45;0;45
533;Structure Hitpoints;40;40;0
533;Powergrid Usage;8;8;0
533;CPU usage;10;10;0
533;Optimal Range;4000;0;4000
533;Activation time / duration;6000;0;6000
533;Neutralization Amount;45;45;0
533;Primary Skill required;3423;3423;0
533;Tech Level;1;1;0
533;Meta Level;0;0;0
533;Overload duration bonus;-15;0;-15
533;Heat Damage;2,6;0;2,6
533;Required Thermodynamics Level;1;1;0
533;Effectiveness Falloff;2000;0;2000
530;Activation Cost;0;0;0
530;Structure Hitpoints;40;40;0
530;Powergrid Usage;8;8;0
530;CPU usage;15;15;0
530;Optimal Range;4000;0;4000
530;Activation time / duration;2500;0;2500
530;Energy transfer amount;8;0;8
530;Primary Skill required;3423;3423;0
530;Tech Level;1;1;0
530;Meta Level;0;0;0
530;Overload duration bonus;-15;0;-15
530;Heat Damage;1,15;0;1,15
530;Required Thermodynamics Level;1;1;0
530;Effectiveness Falloff;2000;0;2000
529;Activation Cost;38;0;38
529;Structure Hitpoints;40;40;0
529;Powergrid Usage;4;4;0
529;CPU usage;30;30;0
529;Optimal Range;3500;0;3500
529;Activation time / duration;5000;0;5000
529;Energy transfer amount;30;0;30
529;Primary Skill required;3423;3423;0
529;Tech Level;1;1;0
529;Meta Level;0;0;0
529;Overload duration bonus;-15;0;-15
529;Heat Damage;2,2;0;2,2
529;Required Thermodynamics Level;1;1;0
577;Structure Hitpoints;40;40;0
577;Powergrid Usage;150;150;0
577;CPU usage;25;25;0
577;Charges Per Cycle;1;1;0
577;Activation time / duration;15000;0;15000
577;Primary Skill required;3417;3417;0
577;Tech Level;1;1;0
577;Used with (Charge Group);87;87;0
577;Meta Level;0;0;0
577;Overload duration bonus;-20;0;-20
577;Heat Damage;5;0;5
577;Required Thermodynamics Level;1;1;0
577;Reload Time;10000;0;10000
522;Structure Hitpoints;40;40;0
522;Powergrid Usage;3;0;3
522;CPU usage;8;0;8
522;Capacitor Bonus;60;0;60
522;Primary Skill required;3413;3413;0
522;Tech Level;1;1;0
522;Meta Level;6;0;6
522;Capacitor Warfare Resistance Bonus;-20;0;-20
523;Activation Cost;40;0;40
523;Structure Hitpoints;40;40;0
523;Powergrid Usage;5;5;0
523;CPU usage;5;5;0
523;Activation time / duration;6000;0;6000
523;Armor Hitpoints Repaired;69;0;69
523;Primary Skill required;3393;3393;0
523;Secondary Skill required;3392;3392;0
523;Tech Level;1;1;0
523;Meta Level;0;0;0
523;Overload duration bonus;-15;0;-15
523;Heat Damage;5,4;0;5,4
523;Required Thermodynamics Level;1;1;0
523;Overload Repair Bonus;10;0;10
524;Activation Cost;30;0;30
524;Structure Hitpoints;40;40;0
524;Powergrid Usage;10;10;0
524;CPU usage;30;30;0
524;Activation time / duration;30000;0;30000
524;Structure Hitpoints Repaired;25;25;0
524;Primary Skill required;3393;3393;0
524;Secondary Skill required;3392;3392;0
524;Tech Level;1;1;0
524;Meta Level;0;0;0
524;Overload duration bonus;-15;0;-15
524;Heat Damage;13,3;0;13,3
524;Required Thermodynamics Level;1;1;0
578;Activation Cost;40;0;40
578;Structure Hitpoints;40;40;0
578;Powergrid Usage;1;1;0
578;CPU usage;40;40;0
578;Activation time / duration;10000;0;10000
578;Primary Skill required;3420;3420;0
578;Tech Level;1;1;0
578;Meta Level;0;0;0
578;EM Damage Resistance Bonus;-25;0;-25
578;Explosive Damage Resistance Bonus;-25;0;-25
578;Kinetic Damage Resistance Bonus;-25;0;-25
578;Thermal Damage Resistance Bonus;-25;0;-25
578;Overload hardening bonus;20;0;20
578;Heat Damage;3,4;0;3,4
578;Required Thermodynamics Level;1;1;0
393;Structure Hitpoints;40;40;0
393;Powergrid Usage;1;1;0
393;CPU usage;25;25;0
393;Shield recharge rate bonus;0,9;0;0,9
393;Primary Skill required;3425;3425;0
393;Tech Level;1;1;0
393;Meta Level;0;0;0
394;Structure Hitpoints;40;40;0
394;Powergrid Usage;1;1;0
394;CPU usage;30;30;0
394;Shield recharge rate bonus;0,85;0;0,85
394;Primary Skill required;3425;3425;0
394;Tech Level;2;2;0
394;Meta Level;5;5;0
434;Activation Cost;45;0;45
434;Structure Hitpoints;40;40;0
434;Maximum Velocity Bonus;500;0;500
434;Powergrid Usage;15;15;0
434;CPU usage;25;25;0
434;Activation time / duration;10000;0;10000
434;Capacitor Capacity Bonus;0,75;0;0,75
434;Primary Skill required;3454;3454;0
434;Tech Level;1;1;0
434;Signature Radius Modifier;500;0;500
434;Thrust;1500000;1500000;0
434;Meta Level;0;0;0
434;Reactivation Delay;0;0;0
434;Mass Addition;500000;0;500000
434;Heat Damage;19;0;19
434;Required Thermodynamics Level;1;1;0
434;Overload Speed Bonus;50;50;0
440;Activation Cost;50;0;50
440;Structure Hitpoints;40;40;0
440;Maximum Velocity Bonus;510;0;510
440;Powergrid Usage;17;17;0
440;CPU usage;25;25;0
440;Activation time / duration;10000;0;10000
440;Capacitor Capacity Bonus;0,8;0;0,8
440;Primary Skill required;3454;3454;0
440;Tech Level;2;2;0
440;Signature Radius Modifier;500;0;500
440;Thrust;1500000;1500000;0
440;Meta Level;5;0;5
440;Reactivation Delay;0;0;0
440;Mass Addition;500000;0;500000
440;Heat Damage;19;0;19
440;Required Thermodynamics Level;1;1;0
440;Overload Speed Bonus;50;50;0
438;Activation Cost;22;0;22
438;Structure Hitpoints;40;40;0
438;Maximum Velocity Bonus;135;0;135
438;Powergrid Usage;11;0;11
438;CPU usage;15;0;15
438;Activation time / duration;10000;0;10000
438;Primary Skill required;3450;3450;0
438;Tech Level;2;2;0
438;Thrust;1500000;1500000;0
438;Meta Level;5;0;5
438;Mass Addition;500000;0;500000
438;Heat Damage;9,6;0;9,6
438;Required Thermodynamics Level;1;1;0
438;Overload Speed Bonus;50;50;0
439;Activation Cost;20;0;20
439;Structure Hitpoints;40;40;0
439;Maximum Velocity Bonus;115;0;115
439;Powergrid Usage;10;0;10
439;CPU usage;15;0;15
439;Activation time / duration;10000;0;10000
439;Primary Skill required;3450;3450;0
439;Tech Level;1;1;0
439;Thrust;1500000;1500000;0
439;Meta Level;0;0;0
439;Mass Addition;500000;0;500000
439;Heat Damage;9,6;0;9,6
439;Required Thermodynamics Level;1;1;0
439;Overload Speed Bonus;50;50;0
521;Structure Hitpoints;40;40;0
521;Powergrid Usage;1;1;0
521;CPU usage;15;0;15
521;Primary Skill required;3392;3392;0
521;Armor EM Damage Resistance;0,925;0;0,925
521;Armor Explosive Damage Resistance;0,925;0;0,925
521;Armor Kinetic Damage Resistance;0,925;0;0,925
521;Armor Thermal Damage Resistance;0,925;0;0,925
521;Shield EM Damage Resistance;0,95;0;0,95
521;Shield Explosive Damage Resistance;0,95;0;0,95
521;Shield Kinetic Damage Resistance;0,95;0;0,95
521;Shield Thermal Damage Resistance;0,95;0;0,95
521;Tech Level;1;1;0
521;Meta Level;6;0;6
521;Structure EM Damage Resistance;0,75;0;0,75
521;Structure Explosive Damage Resistance;0,75;0;0,75
521;Structure Kinetic Damage Resistance;0,75;0;0,75
521;Structure Thermal Damage Resistance;0,75;0;0,75
521;Max Modules Of This Group Allowed;1;0;1
421;Structure Hitpoints;40;40;0
421;Powergrid Usage;1;1;0
421;CPU usage;4;0;4
421;Capacitor recharge rate bonus;0,88;0;0,88
421;Primary Skill required;3424;3424;0
421;Tech Level;1;1;0
421;Meta Level;6;0;6
509;Structure Hitpoints;40;40;0
509;Powergrid Usage;0;0;0
509;CPU usage;5;0;5
509;Capacitor recharge rate bonus;0,66;0;0,66
509;Capacitor Capacity Bonus;0,8;0;0,8
509;Primary Skill required;3424;3424;0
509;Tech Level;1;1;0
509;Meta Level;6;0;6
506;Structure Hitpoints;40;40;0
506;Powergrid Usage;0;0;0
506;CPU usage;1;0;1
506;Capacitor recharge rate bonus;0,9;0;0,9
506;Primary Skill required;3424;3424;0
506;Tech Level;1;1;0
506;Shield Boost Bonus;-5;0;-5
506;Meta Level;6;0;6
581;Activation Cost;5;5;0
581;Structure Hitpoints;40;40;0
581;Powergrid Usage;1;1;0
581;CPU usage;20;20;0
581;Activation time / duration;5000;0;5000
581;Primary Skill required;3429;3429;0
581;Tech Level;1;1;0
581;Meta Level;0;0;0
580;Activation Cost;240;0;240
580;Structure Hitpoints;40;40;0
580;Powergrid Usage;1;1;0
580;CPU usage;30;30;0
580;Activation time / duration;30000;0;30000
580;ECM Burst Radius;10000;0;10000
580;Primary Skill required;3427;3427;0
580;Gravimetric ECM Jammer Strength;6;0;6
580;Ladar ECM Jammer Strength;6;0;6
580;Magnetometric ECM Jammer Strength;6;0;6
580;RADAR ECM Jammer Strength;6;0;6
580;Tech Level;1;1;0
580;Meta Level;0;0;0
580;Heat Damage;10;0;10
580;Required Thermodynamics Level;1;0;1
580;Overload ECM Bonus;20;0;20
526;Activation Cost;5;0;5
526;Structure Hitpoints;40;40;0
526;Maximum Velocity Bonus;-50;0;-50
526;Powergrid Usage;1;0;1
526;CPU usage;25;0;25
526;Optimal Range;10000;0;10000
526;Activation time / duration;5000;0;5000
526;Accuracy falloff ;0;0;0
526;Primary Skill required;3435;3435;0
526;Tech Level;1;1;0
526;Meta Level;0;0;0
526;Heat Damage;5;0;5
526;Required Thermodynamics Level;1;1;0
526;Overload optimal range bonus;30;0;30
526;Effectiveness Falloff;0;0;0
527;Activation Cost;6;0;6
527;Structure Hitpoints;40;40;0
527;Maximum Velocity Bonus;-60;0;-60
527;Powergrid Usage;1;0;1
527;CPU usage;30;0;30
527;Optimal Range;10000;0;10000
527;Activation time / duration;5000;0;5000
527;Accuracy falloff ;0;0;0
527;Primary Skill required;3435;3435;0
527;Tech Level;2;2;0
527;Meta Level;5;0;5
527;Heat Damage;5;0;5
527;Required Thermodynamics Level;1;1;0
527;Overload optimal range bonus;30;0;30
527;Effectiveness Falloff;0;0;0
508;Structure Hitpoints;40;40;0
508;Powergrid Usage;0;0;0
508;CPU usage;10;10;0
508;Shield recharge rate bonus;0,81;0;0,81
508;Shield Hitpoint Bonus;0,95;0;0,95
508;Primary Skill required;3424;3424;0
508;Tech Level;1;1;0
508;Meta Level;6;0;6
442;Activation Cost;4;0;4
442;Structure Hitpoints;40;40;0
442;Powergrid Usage;1;1;0
442;CPU usage;4;0;4
442;Activation time / duration;5000;0;5000
442;Cargoscan range;50000;50000;0
442;Primary Skill required;3426;3426;0
442;Tech Level;1;1;0
442;Meta Level;0;0;0
442;Cannot Auto Repeat;1;1;0
443;Activation Cost;5;5;0
443;Structure Hitpoints;40;40;0
443;Powergrid Usage;1;1;0
443;CPU usage;15;15;0
443;Activation time / duration;2000;0;2000
443;Ship scanning range;50000;50000;0
443;Primary Skill required;3426;3426;0
443;Tech Level;1;1;0
443;Ship Scan Falloff;30000;0;30000
443;Meta Level;0;0;0
443;Cannot Auto Repeat;1;1;0
444;Activation Cost;5;0;5
444;Structure Hitpoints;40;40;0
444;Powergrid Usage;1;1;0
444;CPU usage;5;0;5
444;Activation time / duration;5000;0;5000
444;Primary Skill required;3426;3426;0
444;Survey Scan Range;15000;15000;0
444;Tech Level;1;1;0
444;Meta Level;0;0;0
444;Cannot Auto Repeat;1;1;0
482;Activation Cost;70;0;70
482;Structure Hitpoints;40;40;0
482;Powergrid Usage;4;4;0
482;CPU usage;80;80;0
482;Optimal Range;12000;12000;0
482;Activation time / duration;60000;0;60000
482;Mining amount;60;60;0
482;Primary Skill required;3386;3386;0
482;Tech Level;2;2;0
482;Meta Level;5;5;0
483;Activation Cost;20;0;20
483;Structure Hitpoints;40;40;0
483;Powergrid Usage;2;2;0
483;CPU usage;60;60;0
483;Optimal Range;10000;10000;0
483;Activation time / duration;60000;0;60000
483;Mining amount;40;40;0
